prompt,seq_len,n_valid,seconds,max_jacobian_norm_over_sqrt_d,max_d_mean,sources
853,128,111,164.0,6.102,0.00391,plain:qwen_continuation_draw_a_n1000_20260801.log
854,128,111,164.0,5.848,0.00366,plain:qwen_continuation_draw_a_n1000_20260801.log
855,128,111,164.0,8.059,0.005,plain:qwen_continuation_draw_a_n1000_20260801.log
856,128,111,164.0,5.837,0.00357,plain:qwen_continuation_draw_a_n1000_20260801.log
857,128,111,164.0,4.762,0.00293,plain:qwen_continuation_draw_a_n1000_20260801.log
858,128,111,164.0,7.539,0.00467,plain:qwen_continuation_draw_a_n1000_20260801.log
859,128,111,164.0,5.361,0.0032,plain:qwen_continuation_draw_a_n1000_20260801.log
860,128,111,165.0,6.592,0.00414,plain:qwen_continuation_draw_a_n1000_20260801.log
861,128,111,164.0,8.546,0.00526,plain:qwen_continuation_draw_a_n1000_20260801.log
862,128,111,164.0,10.312,0.00765,plain:qwen_continuation_draw_a_n1000_20260801.log
863,128,111,164.0,12.064,0.00805,plain:qwen_continuation_draw_a_n1000_20260801.log
864,128,111,164.0,14.938,0.0094,plain:qwen_continuation_draw_a_n1000_20260801.log
865,128,111,164.0,5.551,0.00336,plain:qwen_continuation_draw_a_n1000_20260801.log
866,128,111,164.0,4.492,0.00265,plain:qwen_continuation_draw_a_n1000_20260801.log
867,128,111,164.0,11.009,0.00682,plain:qwen_continuation_draw_a_n1000_20260801.log
868,128,111,164.0,36.375,0.0227,plain:qwen_continuation_draw_a_n1000_20260801.log
869,128,111,164.0,6.679,0.00414,plain:qwen_continuation_draw_a_n1000_20260801.log
870,128,111,163.0,8.204,0.00508,plain:qwen_continuation_draw_a_n1000_20260801.log
871,128,111,164.0,16.8,0.0104,plain:qwen_continuation_draw_a_n1000_20260801.log
872,128,111,164.0,6.358,0.0038,plain:qwen_continuation_draw_a_n1000_20260801.log
873,128,111,164.0,17.594,0.0109,plain:qwen_continuation_draw_a_n1000_20260801.log
874,128,111,165.0,10.46,0.00646,plain:qwen_continuation_draw_a_n1000_20260801.log
875,128,111,164.0,5.856,0.00349,plain:qwen_continuation_draw_a_n1000_20260801.log
876,128,111,163.0,4.98,0.00311,plain:qwen_continuation_draw_a_n1000_20260801.log
877,128,111,164.0,4.371,0.00261,plain:qwen_continuation_draw_a_n1000_20260801.log
878,128,111,165.0,10.025,0.00614,plain:qwen_continuation_draw_a_n1000_20260801.log
879,128,111,164.0,8.615,0.00526,plain:qwen_continuation_draw_a_n1000_20260801.log
880,128,111,164.0,13.769,0.00847,plain:qwen_continuation_draw_a_n1000_20260801.log
881,128,111,164.0,9.793,0.00609,plain:qwen_continuation_draw_a_n1000_20260801.log
882,128,111,165.0,8.88,0.00605,plain:qwen_continuation_draw_a_n1000_20260801.log
883,128,111,164.0,5.721,0.00347,plain:qwen_continuation_draw_a_n1000_20260801.log
884,128,111,165.0,6.405,0.00436,plain:qwen_continuation_draw_a_n1000_20260801.log
885,128,111,163.0,7.632,0.00455,plain:qwen_continuation_draw_a_n1000_20260801.log
886,128,111,164.0,6.632,0.0039,plain:qwen_continuation_draw_a_n1000_20260801.log
887,128,111,164.0,7.827,0.0047,plain:qwen_continuation_draw_a_n1000_20260801.log
888,128,111,164.0,22.12,0.0141,plain:qwen_continuation_draw_a_n1000_20260801.log
889,128,111,164.0,7.314,0.00436,plain:qwen_continuation_draw_a_n1000_20260801.log
890,128,111,164.0,11.474,0.0069,plain:qwen_continuation_draw_a_n1000_20260801.log
891,128,111,164.0,8.169,0.00489,plain:qwen_continuation_draw_a_n1000_20260801.log
892,128,111,164.0,5.556,0.00329,plain:qwen_continuation_draw_a_n1000_20260801.log
893,128,111,164.0,5.165,0.00315,plain:qwen_continuation_draw_a_n1000_20260801.log
894,128,111,164.0,4.212,0.00248,plain:qwen_continuation_draw_a_n1000_20260801.log
895,128,111,164.0,4.913,0.00291,plain:qwen_continuation_draw_a_n1000_20260801.log
896,128,111,165.0,8.974,0.00527,plain:qwen_continuation_draw_a_n1000_20260801.log
897,128,111,164.0,8.17,0.00483,plain:qwen_continuation_draw_a_n1000_20260801.log
898,128,111,164.0,19.133,0.0135,plain:qwen_continuation_draw_a_n1000_20260801.log
899,128,111,164.0,11.298,0.0067,plain:qwen_continuation_draw_a_n1000_20260801.log
900,128,111,164.0,14.463,0.00867,plain:qwen_continuation_draw_a_n1000_20260801.log
901,128,111,164.0,29.736,0.022,plain:qwen_continuation_draw_a_n1000_20260801.log
902,128,111,164.0,10.022,0.0059,plain:qwen_continuation_draw_a_n1000_20260801.log
903,128,111,164.0,12.308,0.00736,plain:qwen_continuation_draw_a_n1000_20260801.log
904,128,111,164.0,11.843,0.00705,plain:qwen_continuation_draw_a_n1000_20260801.log
905,128,111,164.0,9.745,0.00583,plain:qwen_continuation_draw_a_n1000_20260801.log
906,128,111,163.0,6.717,0.00396,plain:qwen_continuation_draw_a_n1000_20260801.log
907,128,111,164.0,5.964,0.0035,plain:qwen_continuation_draw_a_n1000_20260801.log
908,128,111,164.0,6.445,0.00373,plain:qwen_continuation_draw_a_n1000_20260801.log
909,128,111,164.0,4.959,0.00289,plain:qwen_continuation_draw_a_n1000_20260801.log
910,128,111,165.0,107.838,0.0686,plain:qwen_continuation_draw_a_n1000_20260801.log
911,128,111,165.0,6.485,0.00368,plain:qwen_continuation_draw_a_n1000_20260801.log
912,128,111,165.0,5.671,0.00328,plain:qwen_continuation_draw_a_n1000_20260801.log
913,128,111,165.0,6.804,0.00398,plain:qwen_continuation_draw_a_n1000_20260801.log
914,128,111,165.0,10.318,0.00605,plain:qwen_continuation_draw_a_n1000_20260801.log
915,128,111,164.0,6.32,0.00364,plain:qwen_continuation_draw_a_n1000_20260801.log
916,128,111,164.0,11.785,0.00698,plain:qwen_continuation_draw_a_n1000_20260801.log
917,128,111,165.0,5.633,0.00328,plain:qwen_continuation_draw_a_n1000_20260801.log
918,128,111,164.0,10.733,0.00633,plain:qwen_continuation_draw_a_n1000_20260801.log
919,128,111,165.0,6.987,0.00389,plain:qwen_continuation_draw_a_n1000_20260801.log
920,128,111,165.0,42.39,0.0251,plain:qwen_continuation_draw_a_n1000_20260801.log
921,128,111,164.0,3.458,0.002,plain:qwen_continuation_draw_a_n1000_20260801.log
922,128,111,166.0,9.839,0.00556,plain:qwen_continuation_draw_a_n1000_20260801.log
923,128,111,165.0,9.292,0.00544,plain:qwen_continuation_draw_a_n1000_20260801.log
924,128,111,165.0,9.598,0.00627,plain:qwen_continuation_draw_a_n1000_20260801.log
925,128,111,166.0,7.608,0.00441,plain:qwen_continuation_draw_a_n1000_20260801.log
926,128,111,165.0,5.866,0.00342,plain:qwen_continuation_draw_a_n1000_20260801.log
927,128,111,164.0,6.54,0.00377,plain:qwen_continuation_draw_a_n1000_20260801.log
928,128,111,166.0,7.908,0.00464,plain:qwen_continuation_draw_a_n1000_20260801.log
929,128,111,166.0,8.309,0.00471,plain:qwen_continuation_draw_a_n1000_20260801.log
930,128,111,165.0,8.071,0.00468,plain:qwen_continuation_draw_a_n1000_20260801.log
931,128,111,165.0,5.626,0.00349,plain:qwen_continuation_draw_a_n1000_20260801.log
932,128,111,165.0,64.779,0.0437,plain:qwen_continuation_draw_a_n1000_20260801.log
933,128,111,164.0,18.402,0.0112,plain:qwen_continuation_draw_a_n1000_20260801.log
934,128,111,164.0,9.641,0.00557,plain:qwen_continuation_draw_a_n1000_20260801.log
935,128,111,164.0,6.35,0.0036,plain:qwen_continuation_draw_a_n1000_20260801.log
936,128,111,164.0,11.968,0.00692,plain:qwen_continuation_draw_a_n1000_20260801.log
937,128,111,164.0,54.797,0.0341,plain:qwen_continuation_draw_a_n1000_20260801.log
938,128,111,164.0,22.197,0.0134,plain:qwen_continuation_draw_a_n1000_20260801.log
939,128,111,164.0,15.966,0.0092,plain:qwen_continuation_draw_a_n1000_20260801.log
940,128,111,164.0,4.78,0.00256,plain:qwen_continuation_draw_a_n1000_20260801.log
941,128,111,164.0,12.128,0.00686,plain:qwen_continuation_draw_a_n1000_20260801.log
942,128,111,164.0,7.963,0.00452,plain:qwen_continuation_draw_a_n1000_20260801.log
943,128,111,164.0,7.402,0.00414,plain:qwen_continuation_draw_a_n1000_20260801.log
944,128,111,165.0,5.346,0.00295,plain:qwen_continuation_draw_a_n1000_20260801.log
945,128,111,164.0,11.19,0.00623,plain:qwen_continuation_draw_a_n1000_20260801.log
946,128,111,164.0,13.994,0.00793,plain:qwen_continuation_draw_a_n1000_20260801.log
947,128,111,165.0,5.13,0.00283,plain:qwen_continuation_draw_a_n1000_20260801.log
948,128,111,164.0,6.746,0.00385,plain:qwen_continuation_draw_a_n1000_20260801.log
949,128,111,165.0,4.26,0.00238,plain:qwen_continuation_draw_a_n1000_20260801.log
950,128,111,164.0,6.454,0.00356,plain:qwen_continuation_draw_a_n1000_20260801.log
951,128,111,164.0,7.722,0.00432,plain:qwen_continuation_draw_a_n1000_20260801.log
952,128,111,165.0,5.288,0.00302,plain:qwen_continuation_draw_a_n1000_20260801.log
953,128,111,164.0,8.588,0.00482,plain:qwen_continuation_draw_a_n1000_20260801.log
954,128,111,164.0,4.578,0.00257,plain:qwen_continuation_draw_a_n1000_20260801.log
955,128,111,165.0,6.633,0.00366,plain:qwen_continuation_draw_a_n1000_20260801.log
956,128,111,164.0,3.89,0.00213,plain:qwen_continuation_draw_a_n1000_20260801.log
957,128,111,164.0,7.516,0.00411,plain:qwen_continuation_draw_a_n1000_20260801.log
958,128,111,165.0,6.997,0.00386,plain:qwen_continuation_draw_a_n1000_20260801.log
959,128,111,164.0,8.775,0.00492,plain:qwen_continuation_draw_a_n1000_20260801.log
960,128,111,164.0,54.989,0.0313,plain:qwen_continuation_draw_a_n1000_20260801.log
961,128,111,164.0,6.089,0.00338,plain:qwen_continuation_draw_a_n1000_20260801.log
962,128,111,164.0,9.12,0.00494,plain:qwen_continuation_draw_a_n1000_20260801.log
963,128,111,164.0,6.474,0.00352,plain:qwen_continuation_draw_a_n1000_20260801.log
964,128,111,164.0,9.405,0.0053,plain:qwen_continuation_draw_a_n1000_20260801.log
965,128,111,164.0,8.776,0.00487,plain:qwen_continuation_draw_a_n1000_20260801.log
966,128,111,164.0,7.693,0.00434,plain:qwen_continuation_draw_a_n1000_20260801.log
967,128,111,164.0,7.674,0.00426,plain:qwen_continuation_draw_a_n1000_20260801.log
968,128,111,164.0,4.703,0.00252,plain:qwen_continuation_draw_a_n1000_20260801.log
969,128,111,164.0,7.87,0.00429,plain:qwen_continuation_draw_a_n1000_20260801.log
970,128,111,164.0,5.253,0.00278,plain:qwen_continuation_draw_a_n1000_20260801.log
971,128,111,164.0,14.504,0.0082,plain:qwen_continuation_draw_a_n1000_20260801.log
972,128,111,164.0,15.761,0.00879,plain:qwen_continuation_draw_a_n1000_20260801.log
973,128,111,164.0,8.103,0.00443,plain:qwen_continuation_draw_a_n1000_20260801.log
974,128,111,164.0,10.365,0.00573,plain:qwen_continuation_draw_a_n1000_20260801.log
975,128,111,164.0,13.785,0.00769,plain:qwen_continuation_draw_a_n1000_20260801.log
976,128,111,164.0,6.904,0.00387,plain:qwen_continuation_draw_a_n1000_20260801.log
977,128,111,164.0,12.178,0.0067,plain:qwen_continuation_draw_a_n1000_20260801.log
978,128,111,164.0,12.889,0.00703,plain:qwen_continuation_draw_a_n1000_20260801.log
979,128,111,165.0,7.775,0.00416,plain:qwen_continuation_draw_a_n1000_20260801.log
980,128,111,164.0,9.884,0.00545,plain:qwen_continuation_draw_a_n1000_20260801.log
981,128,111,164.0,4.802,0.00258,plain:qwen_continuation_draw_a_n1000_20260801.log
982,128,111,165.0,6.055,0.00335,plain:qwen_continuation_draw_a_n1000_20260801.log
983,128,111,165.0,5.215,0.00282,plain:qwen_continuation_draw_a_n1000_20260801.log
984,128,111,164.0,9.285,0.00506,plain:qwen_continuation_draw_a_n1000_20260801.log
985,128,111,165.0,5.057,0.00267,plain:qwen_continuation_draw_a_n1000_20260801.log
986,128,111,164.0,7.589,0.0041,plain:qwen_continuation_draw_a_n1000_20260801.log
987,128,111,164.0,110.834,0.0614,plain:qwen_continuation_draw_a_n1000_20260801.log
988,128,111,164.0,7.581,0.00413,plain:qwen_continuation_draw_a_n1000_20260801.log
989,128,111,164.0,4.625,0.00251,plain:qwen_continuation_draw_a_n1000_20260801.log
990,128,111,164.0,25.433,0.014,plain:qwen_continuation_draw_a_n1000_20260801.log
991,128,111,165.0,6.983,0.00375,plain:qwen_continuation_draw_a_n1000_20260801.log
992,128,111,165.0,17.244,0.00944,plain:qwen_continuation_draw_a_n1000_20260801.log
993,128,111,164.0,40.496,0.0231,plain:qwen_continuation_draw_a_n1000_20260801.log
994,128,111,165.0,5.307,0.00292,plain:qwen_continuation_draw_a_n1000_20260801.log
995,128,111,164.0,48.697,0.0268,plain:qwen_continuation_draw_a_n1000_20260801.log
996,128,111,164.0,9.748,0.00521,plain:qwen_continuation_draw_a_n1000_20260801.log
997,128,111,165.0,11.978,0.00648,plain:qwen_continuation_draw_a_n1000_20260801.log
998,128,111,165.0,10.139,0.00543,plain:qwen_continuation_draw_a_n1000_20260801.log
999,128,111,164.0,8.384,0.00451,plain:qwen_continuation_draw_a_n1000_20260801.log
1000,128,111,165.0,22.995,0.0135,plain:qwen_continuation_draw_a_n1000_20260801.log
